number,date,range,concept,negation,hof,location,correct_answ,hof_answ,location_answ,negation_answ,bleu_score,levenstein_sim,cosine_sim,jaccard_sim
462,2/12/20 21:21,CAPTOPRIL,Aspirin,0,0,null,1,1,1,1,1,1,1,0.066666667
463,2/12/20 21:23,Cor,Aspirin,0,0,null,0,,,,0,0.3,0,0.3
464,2/12/20 21:24,end,"Endoglin, human",0,0,null,0,,,,0,0.2,-0.05813436,0.142857143
465,2/12/20 21:24,end,"Endoglin, human",0,0,null,0,,,,0,0.2,-0.05813436,0.142857143
466,2/12/20 21:25,end,"Endoglin, human",0,0,null,0,,,,0,0.2,-0.05813436,0.142857143
467,2/12/20 21:26,TSH,Coumadin,0,0,null,1,1,1,1,0,0.285714286,0.811642587,0.368421053
468,2/12/20 21:27,KCl,Coumadin,0,0,null,1,1,1,1,0,0.111111111,0.890128255,0.125
469,2/12/20 21:28,amp,Coumadin,0,0,null,1,1,1,1,0,0.130434783,0.469460875,0.142857143
470,2/12/20 21:30,salt,Coumadin,0,0,null,1,1,1,1,0,0.133333333,0.608545125,0.066666667
471,2/12/20 21:30,fat,Coumadin,0,0,null,1,1,1,1,0.135135135,0.115384615,0.704251707,0.133333333
472,2/12/20 21:30,Asa,Coumadin,0,0,null,1,1,1,1,0.5,0.875,1,0.625
473,2/12/20 21:32,sugars,Sugars,0,0,null,1,1,1,1,1,1,1,0.833333333
474,2/12/20 21:33,Senna,Colace,0,0,null,1,1,1,1,0,0.266666667,0.698307544,0.25
475,2/12/20 21:33,iron sulfate,Colace,0,0,null,1,1,1,1,0.25,0.666666667,0.852983415,0.833333333
476,2/12/20 21:33,antibiotics,Antibiotics,0,0,null,1,1,1,1,1,1,1,0.777777778
477,2/12/20 21:36,INR,International Normalized Ratio,0,0,null,1,1,1,1,0.981481481,0.967741935,1,0.75
478,2/12/20 21:37,PTT,International Normalized Ratio,0,0,null,1,1,1,1,0.613425926,0.551020408,0.45135809,0.636363636
479,2/12/20 21:37,platelet count,International Normalized Ratio,0,0,Blood Platelets,1,1,1,1,0.646551724,0.538461538,1,0.533333333
480,2/12/20 21:37,BUN,International Normalized Ratio,0,0,null,1,1,1,1,0.754985755,0.612903226,1,0.705882353
481,2/12/20 21:38,Carotid imaging,Catheterization,0,0,Structure of left internal carotid artery,1,1,1,1,0.263157895,0.333333333,0.582119927,0.625
482,2/12/20 21:38,PROCEDURES,Interventional procedure,0,0,null,1,1,1,1,0.526315789,0.333333333,0.518017441,0
483,2/12/20 21:38,TAH,Interventional procedure,0,0,null,1,1,1,1,0.981481481,0.965517241,1,0.888888889
484,2/12/20 21:39,EXERCISE TOLERANCE TEST,Exercise stress test,0,0,null,1,1,1,1,0.333333333,0.652173913,1,0.105263158
485,2/12/20 21:39,knee,"Joint Examination, Knee",0,0,Knee,0,0,0,0,0.178571429,0.173913043,0.66565303,0.142857143
486,2/12/20 21:40,radiation,Auscultation,1,0,null,1,1,1,1,0,0.193548387,0.293711662,0.352941176
487,2/12/20 21:40,Knee,Procedure on hip,0,0,Knee,0,0,0,0,0.178571429,0.173913043,0.66565303,0.230769231
488,2/12/20 21:40,Hip,Procedure on hip,0,0,Hip structure,0,,,,0.178571429,0.1875,0.42326722,0.153846154
489,2/13/20 9:24,Seasonal allergies,Hay fever,0,0,null,1,1,1,1,0,0.222222222,0.576898098,0.285714286
490,2/13/20 9:24,COPD,Hay fever,0,0,null,1,1,1,1,0.638888889,0.789473684,0.880817384,0.761904762
491,2/13/20 9:24,knee injury,Hay fever,0,0,Knee,1,1,1,1,0.9375,0.769230769,0.541298062,0.8
492,2/13/20 9:25,bleeding or clotting disorders,Hay fever,1,0,null,1,1,1,1,0.60483871,0.566666667,0.313808244,0.866666667
493,2/13/20 9:25,fractures,Fracture,1,0,Intracranial,1,1,1,1,1,0.888888889,0.841343582,0.875
494,2/13/20 9:26,fracture,Fracture,0,0,Femur,1,1,1,1,1,1,1,1
495,2/13/20 9:26,PCL,Leriche Syndrome,0,0,null,0,,,,0,0.25,0.19711493,0.5
496,2/13/20 9:27,Metastatic renal cell carcinoma,"Kidney Failure, Acute",0,0,Kidney,1,1,1,1,0.454545455,0.64516129,0.650624951,0.916666667
497,2/13/20 9:27,Acute renal failure,"Kidney Failure, Acute",0,0,Kidney,1,1,1,1,0.166666667,0.19047619,0.16749911,0.733333333
498,2/13/20 9:28,community-acquired pneumonia,Community acquired pneumonia,0,0,null,1,1,1,1,0.172413793,0.964285714,0.574329391,0.9375
499,2/13/20 9:28,bilateral small pleural effusion,Pneumothorax,0,0,null,1,1,1,1,0.82437276,0.8125,0.752981067,0.933333333
500,2/13/20 9:29,infectious,Fluid overload,0,0,null,1,1,1,1,0,0.19047619,0.543874189,0.466666667
501,2/13/20 9:29,volume overload,Fluid overload,0,0,null,1,1,1,1,0.25,0.733333333,0.895831615,0.75
502,2/13/20 9:29,spontaneous bacterial peritonitis,Primary bacterial peritonitis,1,0,null,1,1,1,1,0.625,0.727272727,1,0.8125
503,2/13/20 9:30,posterior,Posterior pituitary disease,0,0,Mitral Valve,0,,,,0.178571429,0.333333333,0.467126821,0.583333333
504,2/13/20 9:31,Chronic inflammatory demyelinating polyradiculopathy,"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating",0,0,null,1,1,1,1,0.736111111,0.275862069,0.639293571,0.947368421
505,3/1/20 3:39,HYPERTENSION,Hypertensive disease,0,0,null,1,1,1,1,0.263157895,0.5,0.673710167,0.642857143
506,3/1/20 3:40,hypertension,Hypertensive disease,0,0,null,1,0,1,1,0.263157895,0.5,0.673710167,0.642857143
507,3/1/20 3:41,hypertension,Hypertensive disease,0,0,Lung,1,1,0,1,0.263157895,0.5,0.673710167,0.642857143
508,3/1/20 3:41,HYPERTENSION,Hypertensive disease,0,0,null,1,1,1,1,0.263157895,0.5,0.673710167,0.642857143
509,3/1/20 3:41,Hypertension,Hypertensive disease,0,0,null,1,0,1,1,0.263157895,0.5,0.673710167,0.642857143
510,3/1/20 3:42,hypertension,Hypertensive disease,0,0,null,1,0,1,1,0.263157895,0.5,0.673710167,0.642857143
511,3/1/20 3:42,hypertension,Hypertensive disease,0,0,null,1,0,1,1,0.263157895,0.5,0.673710167,0.642857143
512,3/1/20 3:43,hypertension,Hypertensive disease,0,0,null,1,0,1,1,0.263157895,0.5,0.673710167,0.642857143
513,3/1/20 3:43,hypertension,Hypertensive disease,0,0,null,1,1,1,1,0.263157895,0.5,0.673710167,0.642857143
514,3/1/20 3:43,Hypertension,Hypertensive disease,0,0,null,1,0,1,1,0.263157895,0.5,0.673710167,0.642857143
515,3/1/20 3:43,hypertension,Hypertensive disease,0,0,Lung,1,1,1,1,0.263157895,0.5,0.673710167,0.642857143
516,3/1/20 3:44,hypertension,Hypertensive disease,0,0,null,1,0,1,1,0.263157895,0.5,0.673710167,0.642857143
517,3/1/20 3:45,HYPERTENSION,Hypertensive disease,0,0,null,1,1,1,1,0.263157895,0.5,0.673710167,0.642857143
518,3/1/20 3:46,coronary artery disease,Coronary Artery Disease,0,1,Coronary artery,1,1,1,1,1,1,1,1
519,3/1/20 3:48,"disease , status post coronary artery",Coronary Artery Disease,0,0,Coronary artery,1,1,1,1,0.774410774,0.189189189,0.328891605,0.8
520,3/1/20 3:48,hypertension,Hypertensive disease,0,0,null,1,0,1,1,0.263157895,0.5,0.673710167,0.642857143
521,3/1/20 3:49,"artery disease , status post coronary",Coronary Artery Disease,0,0,Coronary artery,1,0,1,1,0.774410774,0.189189189,0.737344682,0.8
522,3/1/20 3:49,coronary artery disease,Coronary Artery Disease,0,0,Arteries,1,0,1,1,1,1,1,1
523,3/1/20 3:50,hypertension,Hypertensive disease,0,0,Arteries,1,1,,1,0.263157895,0.5,0.673710167,0.642857143
524,3/1/20 3:51,hypertension,Hypertensive disease,0,0,null,1,0,1,1,0.263157895,0.5,0.673710167,0.642857143
525,3/1/20 3:52,Hypertension,Hypertensive disease,0,0,null,1,0,1,1,0.263157895,0.5,0.673710167,0.642857143
526,3/1/20 3:52,coronary artery disease,Coronary Artery Disease,1,1,Arteries,1,1,1,1,1,1,1,1
527,3/1/20 3:52,HYPERTENSION,Hypertensive disease,0,0,null,1,0,1,1,0.263157895,0.5,0.673710167,0.642857143
528,3/1/20 3:52,coronary artery disease,Coronary Artery Disease,0,0,Arteries,1,0,1,1,1,1,1,1
529,3/1/20 3:53,Hypertension,Hypertensive disease,0,0,null,1,1,1,1,0.263157895,0.5,0.673710167,0.642857143
530,3/1/20 3:55,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,null,1,1,1,1,0,0.044444444,0.170714828,0.1875
531,3/1/20 3:55,coronary artery disease,Coronary Artery Disease,0,1,Coronary artery,1,0,1,1,1,1,1,1
532,3/1/20 3:55,"disease , status post coronary artery",Coronary Artery Disease,0,0,Coronary artery,1,0,1,1,0.774410774,0.189189189,0.328891605,0.8
533,3/1/20 3:56,coronary artery disease,Coronary Artery Disease,0,0,Arteries,1,0,1,1,1,1,1,1
534,3/1/20 3:56,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,null,0,1,1,,0,0.044444444,0.170714828,0.1875
535,3/1/20 3:56,CAD,Coronary Artery Disease,0,0,null,1,0,1,1,0.981481481,0.958333333,1,0.923076923
536,3/1/20 3:57,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,null,0,1,1,1,0,0.044444444,0.170714828,0.1875
537,3/1/20 3:57,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,null,0,1,1,1,0,0.044444444,0.170714828,0.1875
538,3/1/20 3:58,CAD,Coronary Artery Disease,0,0,null,1,0,1,1,0.981481481,0.958333333,1,0.923076923
539,3/1/20 3:58,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,null,0,1,1,1,0,0.044444444,0.170714828,0.1875
540,3/1/20 3:58,CAD,Coronary Artery Disease,0,0,Arteries,1,1,1,1,0.981481481,0.958333333,1,0.923076923
541,3/1/20 3:58,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,null,0,1,1,1,0,0.044444444,0.170714828,0.1875
542,3/1/20 3:58,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,Leg,0,1,0,1,0,0.044444444,0.170714828,0.1875
543,3/1/20 3:59,CORONARY ARTERY DISEASE,Coronary Artery Disease,0,0,Heart,1,0,1,1,1,1,1,1
544,3/1/20 3:59,Food/Drug Interaction,Food-Drug Interactions,0,0,null,1,1,1,1,0.25,0.909090909,0.810087979,0.8125
545,3/1/20 3:59,Food/Drug Interaction,Food-Drug Interactions,0,0,null,1,1,1,1,0.25,0.909090909,0.810087979,0.8125
546,3/1/20 3:59,CAD,Coronary Artery Disease,0,1,null,1,1,1,1,0.981481481,0.958333333,1,0.923076923
547,3/1/20 3:59,infection,Communicable Diseases,0,0,null,1,1,1,1,0,0.142857143,0.368595585,0.333333333
548,3/1/20 3:59,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,null,0,,,,0,0.044444444,0.170714828,0.1875
549,3/1/20 4:00,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,null,0,,,,0,0.044444444,0.170714828,0.1875
550,3/1/20 4:00,dvt,Deep Vein Thrombosis,0,0,null,1,1,1,1,0.333333333,0.782608696,0.844430337,0.875
551,3/1/20 4:00,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,null,0,,,,0,0.044444444,0.170714828,0.1875
552,3/1/20 4:00,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,Coronary artery,0,,,,0,0.044444444,0.170714828,0.1875
553,3/1/20 4:00,DVT,Deep Vein Thrombosis,0,0,Structure of jugular vein,1,1,1,1,0.333333333,0.782608696,0.844430337,0.875
554,3/1/20 4:02,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,null,0,,,,0,0.044444444,0.170714828,0.1875
555,3/1/20 4:02,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,null,0,,,,0,0.044444444,0.170714828,0.1875
556,3/1/20 4:03,obstructive sleep apnea,"Sleep Apnea, Obstructive",0,0,null,1,1,1,1,0.333333333,0.041666667,0.42721344,0.9375
557,3/1/20 4:04,OSA,"Sleep Apnea, Obstructive",0,1,null,1,1,1,1,0.333333333,0,0.42721344,0.882352941
558,3/1/20 4:04,Food/Drug Interaction,Food-Drug Interactions,0,0,null,1,1,1,1,0.25,0.909090909,0.810087979,0.8125
559,3/1/20 4:05,OBSTRUCTIVE SLEEP APNEA,"Sleep Apnea, Obstructive",0,0,null,1,1,1,1,0.333333333,0.041666667,0.42721344,0.9375
560,3/1/20 4:06,Food/Drug Interaction,Food-Drug Interactions,0,0,null,1,,,,0.25,0.909090909,0.810087979,0.8125
561,3/1/20 4:06,Food/Drug Interaction,Food-Drug Interactions,0,0,null,1,1,1,,0.25,0.909090909,0.810087979,0.8125
562,3/1/20 4:08,nephropathies,Kidney Diseases,0,0,null,1,1,1,0,0,0.2,0.399768203,0.357142857
563,3/1/20 4:08,chf,Congestive heart failure,0,0,null,1,1,1,1,0.981481481,0.96,1,0.941176471
564,3/1/20 4:08,CHF,Congestive heart failure,0,0,null,1,1,1,1,0.981481481,0.96,1,0.941176471
565,3/1/20 4:08,CHF,Congestive heart failure,0,0,null,1,1,1,1,0.981481481,0.96,1,0.941176471
566,3/1/20 4:09,CHF,Congestive heart failure,0,0,Coronary artery,1,1,1,1,0.981481481,0.96,1,0.941176471
567,3/1/20 4:09,nephropathy,Kidney Diseases,0,0,null,1,1,1,1,0,0.2,0.386398971,0.285714286
568,3/1/20 4:09,CHF,Congestive heart failure,0,0,null,1,1,1,1,0.981481481,0.96,1,0.941176471
569,3/1/20 4:09,nephropathy,Kidney Diseases,0,0,null,1,1,1,1,0,0.2,0.386398971,0.285714286
570,3/1/20 4:09,CHF,Congestive heart failure,0,0,null,1,1,1,1,0.981481481,0.96,1,0.941176471
571,3/1/20 4:09,chf,Congestive heart failure,0,0,null,1,1,1,1,0.981481481,0.96,1,0.941176471
572,3/1/20 4:12,obese,Obesity,0,0,null,1,1,1,1,0.5,0.571428571,0.714399695,0.571428571
573,3/1/20 4:12,anterior,Adenohypophyseal Diseases,0,0,null,0,1,1,1,0,0.16,0.171049237,0.357142857
574,3/1/20 4:12,obese,Obesity,0,0,null,1,1,1,1,0.5,0.571428571,0.714399695,0.571428571
575,3/1/20 4:12,anterior,Adenohypophyseal Diseases,0,0,null,0,1,1,1,0,0.16,0.171049237,0.357142857
576,3/1/20 4:13,anterior,Adenohypophyseal Diseases,0,0,null,0,,,,0,0.16,0.171049237,0.357142857
577,3/1/20 4:13,anterior,Adenohypophyseal Diseases,0,0,null,0,,,,0,0.16,0.171049237,0.357142857
578,3/1/20 4:15,posterior,Posterior pituitary disease,0,0,Bone structure of tibia,0,,,,0.178571429,0.333333333,0.467126821,0.583333333
579,3/1/20 4:15,obese,Obesity,0,0,null,1,1,1,1,0.5,0.571428571,0.714399695,0.571428571
580,3/1/20 4:15,OBESITY,Obesity,0,0,null,1,1,1,1,1,1,1,1
581,3/1/20 4:15,posterior,Posterior pituitary disease,0,0,Arteries,0,,,,0.178571429,0.333333333,0.467126821,0.583333333
582,3/1/20 4:16,obese,Obesity,0,0,Abdomen,1,1,1,1,0.5,0.571428571,0.714399695,0.571428571
583,3/1/20 4:16,obesity,Obesity,0,0,null,1,1,1,1,1,1,1,1
584,3/1/20 4:17,obesity,Obesity,0,0,null,1,1,1,1,1,1,1,1
585,3/1/20 4:18,obesity,Obesity,0,0,null,1,1,1,1,1,1,1,1
586,3/1/20 4:19,infection,Communicable Diseases,0,0,null,0,,,,0,0.142857143,0.368595585,0.333333333
587,3/1/20 4:19,infection,Communicable Diseases,0,0,null,0,,,,0,0.142857143,0.368595585,0.333333333
588,3/1/20 4:19,NPH,"Hydrocephalus, Normal Pressure",0,0,null,1,1,1,1,0,0.066666667,0.077783883,0.1875
589,3/1/20 4:20,Infectious,Communicable Diseases,0,0,null,0,,,,0,0.19047619,0.543874189,0.466666667
590,3/1/20 4:20,infection,Communicable Diseases,0,0,null,0,,,,0,0.142857143,0.368595585,0.333333333
591,3/1/20 4:20,COPD,Chronic Obstructive Airway Disease,0,0,null,1,1,1,1,0.638888889,0.789473684,0.880817384,0.761904762
592,3/1/20 4:20,COPD,Chronic Obstructive Airway Disease,0,0,null,1,1,1,1,0.638888889,0.789473684,0.880817384,0.761904762
593,3/1/20 4:20,Infectious,Communicable Diseases,0,0,null,0,,,,0,0.19047619,0.543874189,0.466666667
594,3/1/20 4:21,Plan,Infantile Neuroaxonal Dystrophy,0,0,null,0,,,,0,0.096774194,-0.168490496,0.235294118
595,3/1/20 4:21,diabetes,Diabetes Mellitus,0,0,null,1,1,1,1,0.263157895,0.470588235,0.809197426,0.636363636
596,3/1/20 4:21,PLAN,Infantile Neuroaxonal Dystrophy,0,0,null,0,,,,0,0.096774194,-0.168490496,0.235294118
597,3/1/20 4:21,PLAN,Infantile Neuroaxonal Dystrophy,0,0,null,0,,,,0,0.096774194,-0.168490496,0.235294118
598,3/1/20 4:21,diabetes,Diabetes Mellitus,0,0,null,1,1,1,1,0.263157895,0.470588235,0.809197426,0.636363636
599,3/1/20 4:23,PLAN,Infantile Neuroaxonal Dystrophy,0,0,null,0,,,,0,0.096774194,-0.168490496,0.235294118
600,3/1/20 4:23,PLAN,Infantile Neuroaxonal Dystrophy,0,0,null,0,,,,0,0.096774194,-0.168490496,0.235294118
601,3/1/20 4:24,diabetes,Diabetes Mellitus,0,0,null,1,1,1,1,0.263157895,0.470588235,0.809197426,0.636363636
602,3/1/20 4:24,diabetes,Diabetes Mellitus,0,0,null,1,1,1,1,0.263157895,0.470588235,0.809197426,0.636363636
603,3/1/20 4:24,Diabetes,Diabetes Mellitus,0,0,null,1,1,1,1,0.263157895,0.470588235,0.809197426,0.636363636
604,3/1/20 4:25,GOUT,Gout,0,0,null,1,0,1,1,1,1,1,1
605,3/1/20 4:25,Diabetes,Diabetes Mellitus,0,0,null,1,1,1,1,0.263157895,0.470588235,0.809197426,0.636363636
606,3/1/20 4:25,Diabetes,Diabetes Mellitus,0,0,null,1,1,1,1,0.263157895,0.470588235,0.809197426,0.636363636
607,3/1/20 4:25,gout,Gout,0,1,null,1,1,1,1,1,1,1,1
608,3/1/20 4:25,anterior,Adenohypophyseal Diseases,0,0,null,0,,,,0,0.16,0.171049237,0.357142857
609,3/1/20 4:26,anterior,Adenohypophyseal Diseases,0,0,null,0,,,,0,0.16,0.171049237,0.357142857
610,3/1/20 4:26,anterior,Adenohypophyseal Diseases,0,0,null,0,,,,0,0.16,0.171049237,0.357142857
611,3/1/20 4:26,anterior,Adenohypophyseal Diseases,0,0,null,0,,,,0,0.16,0.171049237,0.357142857
612,3/1/20 4:26,anterior,Adenohypophyseal Diseases,0,0,null,0,,,,0,0.16,0.171049237,0.357142857
613,3/1/20 4:27,esotropia,Esotropia,0,0,null,1,1,1,1,1,1,1,1
614,3/1/20 4:27,Ext,Hereditary Multiple Exostoses,0,0,null,0,,,,0,0.275862069,0.204857625,0.411764706
615,3/1/20 4:28,EXT,Hereditary Multiple Exostoses,0,0,null,0,,,,0,0.275862069,0.204857625,0.411764706
616,3/1/20 4:29,Ext,Hereditary Multiple Exostoses,0,0,null,0,,,,0,0.275862069,0.204857625,0.411764706
617,3/1/20 4:29,gallstones,Cholelithiasis,0,0,null,1,1,1,1,0,0.285714286,0.854747295,0.545454545
618,3/1/20 4:29,EXT,Hereditary Multiple Exostoses,0,0,null,0,,,,0,0.275862069,0.204857625,0.411764706
619,3/1/20 4:29,arthritis,Arthritis,0,0,null,1,1,1,1,1,1,1,1
620,3/1/20 4:29,ext,Hereditary Multiple Exostoses,0,0,null,0,,,,0,0.275862069,0.204857625,0.411764706
621,3/1/20 4:29,EXT,Hereditary Multiple Exostoses,1,0,null,0,,,,0,0.275862069,0.204857625,0.411764706
622,3/1/20 4:30,GTT,Gestational Trophoblastic Neoplasms,0,0,null,1,1,1,1,0,0.257142857,-0.111625537,0.611111111
623,3/1/20 4:30,aspiration pneumonia,Aspiration Pneumonia,0,0,null,1,1,1,1,1,1,1,1
624,3/1/20 4:30,gastric ulcers,Gastric ulcer,0,0,null,1,1,1,1,1.277777778,0.928571429,0.825835049,1
625,3/1/20 4:31,Non-insulin dependent diabetes,"Diabetes Mellitus, Non-Insulin-Dependent",0,0,null,1,1,1,1,0.166666667,0.275,0.244843697,0.875
626,3/1/20 4:31,non-insulin dependent diabetes,"Diabetes Mellitus, Non-Insulin-Dependent",0,0,null,1,0,1,1,0.166666667,0.275,0.244843697,0.875
627,3/1/20 4:31,consolidation,Lung consolidation,1,0,null,1,1,1,1,0.263157895,0.722222222,0.637718275,0.75
628,3/1/20 4:32,Non-insulin dependent diabetes,"Diabetes Mellitus, Non-Insulin-Dependent",0,0,null,1,0,1,1,0.166666667,0.275,0.244843697,0.875
629,3/1/20 4:32,mod,"Diabetes Mellitus, Non-Insulin-Dependent",0,0,null,0,,,,0,0.075,0.061088193,0.1875
630,3/1/20 4:33,NIDDM,"Diabetes Mellitus, Non-Insulin-Dependent",0,0,null,1,1,1,1,0.161290323,0.1,0.366991555,0.882352941
631,3/1/20 4:33,NIDDM,"Diabetes Mellitus, Non-Insulin-Dependent",0,0,null,1,1,1,1,0.161290323,0.1,0.366991555,0.882352941
632,3/1/20 4:33,Non-Insulin dependent diabetes,"Diabetes Mellitus, Non-Insulin-Dependent",0,0,null,1,1,1,1,0.166666667,0.275,0.244843697,0.875
633,3/1/20 4:34,amyloid,Amyloidosis,0,0,null,1,1,1,1,0,0.636363636,0.529198945,0.875
634,3/1/20 4:34,Coronary artery disease,Coronary heart disease,0,0,Arteries,1,1,1,1,0.333333333,0.782608696,0.675799926,0.923076923
635,3/1/20 4:34,coronary artery disease,Coronary heart disease,0,0,Arteries,1,1,1,1,0.333333333,0.782608696,0.675799926,0.923076923
636,3/1/20 4:35,stomach,Stomach Diseases,0,0,Entire stomach,0,,,,0.263157895,0.4375,0.672669709,0.636363636
637,3/1/20 4:35,coronary artery disease,Coronary heart disease,0,0,Arteries,1,1,1,1,0.333333333,0.782608696,0.675799926,0.923076923
638,3/1/20 4:35,stomach,Stomach Diseases,0,0,Entire stomach,0,,,,0.263157895,0.4375,0.672669709,0.636363636
639,3/1/20 4:35,stomach,Stomach Diseases,0,0,Entire stomach,0,,,,0.263157895,0.4375,0.672669709,0.636363636
640,3/1/20 4:35,coronary disease,Coronary heart disease,0,0,Heart,1,1,1,1,0.344827586,0.727272727,0.574333161,0.846153846
641,3/1/20 4:35,stomach,Stomach Diseases,0,0,Entire stomach,0,,,,0.263157895,0.4375,0.672669709,0.636363636
642,3/1/20 4:36,coronary artery disease,Coronary heart disease,1,0,Heart,1,1,1,1,0.333333333,0.782608696,0.675799926,0.923076923
643,3/1/20 4:36,stomach,Stomach Diseases,0,0,Entire stomach,1,1,1,1,0.263157895,0.4375,0.672669709,0.636363636
644,3/1/20 4:36,Coronary artery disease,Coronary heart disease,0,0,Heart,1,1,1,1,0.333333333,0.782608696,0.675799926,0.923076923
645,3/1/20 4:37,stomach,Stomach Diseases,0,0,Entire stomach,0,,,,0.263157895,0.4375,0.672669709,0.636363636
646,3/1/20 4:37,stomach,Stomach Diseases,0,0,Entire stomach,0,,,,0.263157895,0.4375,0.672669709,0.636363636
647,3/1/20 4:38,stomach,Stomach Diseases,0,0,Entire stomach,0,,,,0.263157895,0.4375,0.672669709,0.636363636
648,3/1/20 4:38,coronary artery disease,Coronary heart disease,0,0,Coronary artery,1,1,1,1,0.333333333,0.782608696,0.675799926,0.923076923
649,3/1/20 4:38,stomach,Stomach Diseases,0,0,Entire stomach,0,,,,0.263157895,0.4375,0.672669709,0.636363636
650,3/1/20 4:38,stomach,Stomach Diseases,0,0,Entire stomach,0,,,,0.263157895,0.4375,0.672669709,0.636363636
651,3/1/20 4:39,Plan,Infantile Neuroaxonal Dystrophy,0,0,null,0,,,,0,0.096774194,-0.168490496,0.235294118
652,3/1/20 4:39,PLAN,Infantile Neuroaxonal Dystrophy,0,0,null,0,,,,0,0.096774194,-0.168490496,0.235294118
653,3/1/20 4:39,PLAN,Infantile Neuroaxonal Dystrophy,0,0,null,0,,,,0,0.096774194,-0.168490496,0.235294118
654,3/1/20 4:40,plan,Infantile Neuroaxonal Dystrophy,0,0,null,0,,,,0,0.096774194,-0.168490496,0.235294118
655,3/1/20 4:40,PLAN,Infantile Neuroaxonal Dystrophy,0,0,null,0,,,,0,0.096774194,-0.168490496,0.235294118
656,3/1/20 4:40,plan,Infantile Neuroaxonal Dystrophy,0,0,null,0,,,,0,0.096774194,-0.168490496,0.235294118
657,3/1/20 4:40,PLAN,Infantile Neuroaxonal Dystrophy,0,0,null,0,,,,0,0.096774194,-0.168490496,0.235294118
658,3/1/20 4:41,LAD,Leukocyte adhesion deficiency type 1,0,0,Anterior descending branch of left coronary artery,1,1,1,1,0,0.234375,0.632856071,0.5
659,3/1/20 4:41,LAD,Leukocyte adhesion deficiency type 1,0,0,Anterior descending branch of left coronary artery,1,1,1,1,0,0.234375,0.632856071,0.5
660,3/1/20 4:41,LAD,Leukocyte adhesion deficiency type 1,0,0,Anterior descending branch of left coronary artery,1,1,1,1,0,0.234375,0.632856071,0.5
661,3/1/20 4:42,CVA,Cerebrovascular accident,0,1,null,1,1,1,1,0.238095238,0.851851852,0.727308333,0.875
662,3/1/20 4:42,LAD,Leukocyte adhesion deficiency type 1,0,0,Anterior descending branch of left coronary artery,1,1,1,1,0,0.234375,0.632856071,0.5
663,3/1/20 4:42,Infections,Infections of musculoskeletal system,0,0,null,0,,,,0.135135135,0.277777778,0.338255769,0.533333333
664,3/1/20 4:43,Infections,Infections of musculoskeletal system,0,0,null,0,,,,0.135135135,0.277777778,0.338255769,0.533333333
665,3/1/20 4:43,Infections,Infections of musculoskeletal system,0,0,null,0,,,,0.135135135,0.277777778,0.338255769,0.533333333
666,3/1/20 4:43,Infections,Infections of musculoskeletal system,0,0,null,0,,,,0.135135135,0.277777778,0.338255769,0.533333333
667,3/1/20 4:44,Infections,Infections of musculoskeletal system,0,0,null,0,,,,0.135135135,0.277777778,0.338255769,0.533333333
668,3/1/20 4:44,Infections,Infections of musculoskeletal system,0,0,null,0,,,,0.135135135,0.277777778,0.338255769,0.533333333
669,3/1/20 4:44,Infections,Infections of musculoskeletal system,0,0,null,0,,,,0.135135135,0.277777778,0.338255769,0.533333333
670,3/1/20 4:45,Infections,Infections of musculoskeletal system,0,0,null,0,,,,0.135135135,0.277777778,0.338255769,0.533333333
671,3/1/20 4:45,Infections,Infections of musculoskeletal system,0,0,null,0,,,,0.135135135,0.277777778,0.338255769,0.533333333
672,3/1/20 4:46,infections,Infections of musculoskeletal system,0,0,null,0,,,,0.135135135,0.277777778,0.338255769,0.533333333
673,3/1/20 4:46,Infections,Infections of musculoskeletal system,0,0,null,0,,,,0.135135135,0.277777778,0.338255769,0.533333333
674,3/1/20 4:46,infections,Infections of musculoskeletal system,0,0,null,0,,,,0.135135135,0.277777778,0.338255769,0.533333333
675,3/1/20 4:47,Infections,Infections of musculoskeletal system,0,0,null,0,,,,0.135135135,0.277777778,0.338255769,0.533333333
676,3/1/20 4:47,Infectious,Infections of musculoskeletal system,0,0,null,0,,,,0,0.19047619,0.543874189,0.466666667
677,3/1/20 4:47,Infections,Infections of musculoskeletal system,0,0,null,0,,,,0.135135135,0.277777778,0.338255769,0.533333333
678,3/1/20 4:48,infections,Infections of musculoskeletal system,0,0,null,0,,,,0.135135135,0.277777778,0.338255769,0.533333333
679,3/1/20 4:49,Infections,Infections of musculoskeletal system,0,0,null,0,,,,0.135135135,0.277777778,0.338255769,0.533333333
680,3/1/20 4:49,Infections,Infections of musculoskeletal system,0,0,null,0,,,,0.135135135,0.277777778,0.338255769,0.533333333
