,number,date,range,concept,negation,hof,location,correct_answ,hof_answ,location_answ,negation_answ,bleu,levenshtein,old_cosine_sim,jaccard,elmo,cosine
409,410,2/12/20 19:50,anterior,Adenohypophyseal Diseases,0,0,Anterior descending branch of left coronary artery,0,,,,0,0.16,0.171049237,0.3125,0.301399112,-0.054681471
410,411,2/12/20 19:50,dvt,Deep Vein Thrombosis,0,0,,1,1,1,1,0.333333333,0.782608696,0.844430337,0.578947368,0.783917129,0.621495595
411,412,2/12/20 19:50,DVT,Deep Vein Thrombosis,0,0,Limb structure,1,1,1,1,0.333333333,0.782608696,0.844430337,0.578947368,0.779123068,0.621495595
412,413,2/12/20 19:51,DVT,Deep Vein Thrombosis,0,0,,1,1,1,1,0.333333333,0.782608696,0.844430337,0.578947368,0.779063344,0.621495595
413,414,2/12/20 19:51,DVT,Deep Vein Thrombosis,0,0,,1,1,1,1,0.333333333,0.782608696,0.844430337,0.578947368,0.779062092,0.621495595
414,415,2/12/20 19:51,HEREDITARY ANGIOEDEMA,Deep Vein Thrombosis,0,0,,1,1,1,1,0.25,0.217391304,0.571666837,0.115384615,0.540034533,0.179013
415,416,2/12/20 19:51,DVT,Deep Vein Thrombosis,0,1,,1,1,0,1,0.333333333,0.782608696,0.844430337,0.578947368,0.781535685,0.621495595
416,417,2/12/20 19:52,CHH,Deep Vein Thrombosis,0,0,,1,1,1,1,0,0.12,0.632903278,0.0625,0.321024269,0.009474608
417,418,2/12/20 19:52,DVT,Deep Vein Thrombosis,0,1,,1,1,1,1,0.333333333,0.782608696,0.844430337,0.578947368,0.780197918,0.621495595
418,419,2/12/20 19:52,CHH,Deep Vein Thrombosis,0,0,,0,,,,0,0.12,0.632903278,0.0625,0.320997685,0.009474608
419,420,2/12/20 19:53,GERD,Deep Vein Thrombosis,0,0,,1,1,1,1,0.646551724,0.741935484,0.67886433,0.777777778,0.424423307,0.36121451
420,421,2/12/20 19:53,anxiety,Anxiety,0,0,,1,1,1,1,1,1,1,0.75,0.919604123,1
421,422,2/12/20 19:53,deep venous thrombosis,Deep Vein Thrombosis,0,0,Veins,1,0,0,1,0.333333333,0.818181818,0.844430337,0.611111111,0.78256762,0.621495595
422,423,2/12/20 19:54,depression,Anxiety,0,0,,1,1,1,1,0.263157895,0.473684211,0.714156926,0.636363636,0.656385303,0.728224397
423,424,2/12/20 19:54,depression ) anxiety,Anxiety,0,0,,1,1,1,1,0.208333333,0.243243243,0.491084705,0.8125,0.657102346,0.864112198
424,425,2/12/20 19:54,deep venous thrombosis,Deep Vein Thrombosis,0,0,Veins,1,1,0,1,0.333333333,0.818181818,0.844430337,0.611111111,0.780835509,0.621495595
425,426,2/12/20 19:54,PLAN,Sleep Apnea Syndromes,0,0,,0,,,,0,0.096774194,-0.168490496,0.045454545,0.254774481,-0.056101904
426,427,2/12/20 19:54,sleep apnea,Sleep Apnea Syndromes,0,0,,1,1,1,1,0.646551724,0.523809524,1,0.5,0.662023246,0.582338261
427,428,2/12/20 19:55,morbid obesity,Sleep Apnea Syndromes,0,0,,1,1,1,1,0.25,0.133333333,0.363922715,0.714285714,0.424989551,0.189329885
428,429,2/12/20 19:55,psoriasis,Sleep Apnea Syndromes,0,0,,1,1,1,1,1,1,1,0.714285714,0.236748293,0.117605615
429,430,2/12/20 19:55,OSA,Sleep Apnea Syndromes,0,0,,1,1,1,1,0.333333333,0,0.42721344,0.7,0.674551785,0.393929449
430,431,2/12/20 19:55,DVT,Deep Vein Thrombosis,0,1,,1,1,1,1,0.333333333,0.782608696,0.844430337,0.578947368,0.780055702,0.621495595
431,432,2/12/20 19:55,thrombocytopenia,Sleep Apnea Syndromes,0,0,,1,1,1,1,1,1,1,0.928571429,0.309743404,0.13219323
432,433,2/12/20 19:56,DVT,Deep Vein Thrombosis,0,0,,1,1,1,1,0.333333333,0.782608696,0.844430337,0.578947368,0.782363594,0.621495595
433,434,2/12/20 19:57,DVT,Deep Vein Thrombosis,0,0,,1,1,1,1,0.333333333,0.782608696,0.844430337,0.578947368,0.779111385,0.621495595
434,435,2/12/20 19:57,small bowel obstruction,Small bowel obstruction,0,0,Intestines,1,1,1,1,1,1,1,0.9375,0.922057271,1
435,436,2/12/20 19:57,DVT,Deep Vein Thrombosis,0,0,,1,1,1,1,0.333333333,0.782608696,0.844430337,0.578947368,0.780948937,0.621495595
436,437,2/12/20 19:57,Infections,Intervertebral Disc Degeneration,0,0,,0,,,,0.135135135,0.277777778,0.338255769,0.5625,0.276344538,0.001197629
437,438,2/12/20 19:57,disc degeneration,Intervertebral Disc Degeneration,0,0,Entire intervertebral disc of fifth lumbar vertebra,1,1,1,1,0.646551724,0.53125,0.727939288,0.647058824,0.669828236,0.682259772
438,439,2/12/20 19:58,DVT,Deep Vein Thrombosis,0,0,,1,0,1,1,0.333333333,0.782608696,0.844430337,0.578947368,0.779631555,0.621495595
439,440,2/12/20 19:58,DVT,Deep Vein Thrombosis,0,0,,1,1,1,1,0.333333333,0.782608696,0.844430337,0.578947368,0.779067516,0.621495595
440,441,2/12/20 19:59,DEEP VENOUS THROMBOSIS,Deep Vein Thrombosis,0,0,Veins,1,1,0,1,0.333333333,0.818181818,0.844430337,0.16,0.779062152,0.621495595
441,442,2/12/20 19:59,deep venous thrombosis,Deep Vein Thrombosis,0,0,Veins,1,1,0,1,0.333333333,0.818181818,0.844430337,0.611111111,0.779062092,0.621495595
442,443,2/12/20 19:59,atretic,Impatent structure,0,0,Collateral branch of vessel,0,,,,0,0.222222222,0,0.384615385,0.310547441,0.149407223
443,444,2/12/20 19:59,PDA,Impatent structure,0,0,Posterior interventricular branch of right coronary artery,1,1,1,1,0.981481481,0.96,1,0.8,0.566849291,0.106444885
444,445,2/12/20 20:00,deep venous thrombosis,Deep Vein Thrombosis,0,0,Veins,1,0,0,1,0.333333333,0.818181818,0.844430337,0.611111111,0.779494703,0.621495595
445,446,2/12/20 20:00,eos,Familial eosinophilia,1,0,,1,1,1,1,0,0.476190476,0.456366271,0.615384615,0.568544567,0.391788118
446,447,2/12/20 20:00,toxic shock,Toxic Shock Syndrome,0,0,,1,1,1,1,0.646551724,0.55,0.511202494,0.411764706,0.697896659,0.491914039
447,448,2/12/20 20:01,deep venous thrombosis,Deep Vein Thrombosis,0,0,Structure of calf of leg,1,1,1,1,0.333333333,0.818181818,0.844430337,0.611111111,0.779054523,0.621495595
448,449,2/12/20 20:02,deep venous thrombosis,Deep Vein Thrombosis,0,0,Veins,1,1,0,1,0.333333333,0.818181818,0.844430337,0.611111111,0.779063165,0.621495595
449,450,2/12/20 20:02,deep venous thrombosis,Deep Vein Thrombosis,0,0,Structure of calf of leg,1,1,0,1,0.333333333,0.818181818,0.844430337,0.611111111,0.779062092,0.621495595
450,451,2/12/20 20:03,DVT,Deep Vein Thrombosis,0,0,,1,1,1,1,0.333333333,0.782608696,0.844430337,0.578947368,0.779062092,0.621495595
451,452,2/12/20 20:05,ulcers,Ulcer,0,0,,1,1,1,1,1,0.833333333,0.783857167,0.571428571,0.827035367,0.808361888
452,453,2/12/20 20:07,ulcers,Ulcer,0,0,,1,1,1,,1,0.833333333,0.783857167,0.571428571,0.830889165,0.808361888
453,454,2/12/20 20:07,ulcers,Ulcer,0,0,,1,1,1,1,1,0.833333333,0.783857167,0.571428571,0.830888927,0.808361888
454,455,2/12/20 20:08,ulcer,Ulcer,0,0,Hallux structure,1,1,1,1,1,1,1,0.666666667,0.927342713,1
455,456,2/12/20 21:16,Interaction,Drug Interactions,0,0,,1,1,1,1,0.263157895,0.647058824,0.326243877,0.642857143,0.516538739,0.360624205
456,457,2/12/20 21:16,Alert,Drug Interactions,0,0,,0,,,,0,0.105263158,0.230273128,0.214285714,0.335297734,0.145956455
457,458,2/12/20 21:17,Pain,Drug Interactions,0,0,,1,1,1,1,1,1,1,1,0.308739215,0.051678107
458,459,2/12/20 21:17,ulcer,Ulcer,0,0,,1,0,1,1,1,1,1,0.666666667,0.927853286,1
459,460,2/12/20 21:18,ACETYLSALICYLIC ACID,Aspirin,0,0,,1,1,1,1,0,0.2,0.794690251,0.066666667,0.599972427,0.458936717
460,461,2/12/20 21:21,INH,Aspirin,0,0,,1,1,1,1,0.5,0.222222222,0.751004398,0,0.335516542,0.247775465
461,462,2/12/20 21:21,CAPTOPRIL,Aspirin,0,0,,1,1,1,1,1,1,1,0.066666667,0.689756095,0.526370466
462,463,2/12/20 21:23,Cor,Aspirin,0,0,,0,,,,0,0.3,0,0.3,0.342431575,-0.101450145
463,464,2/12/20 21:24,end,"Endoglin, human",0,0,,0,,,,0,0.2,-0.05813436,0.142857143,0.214534476,-0.030584619
464,465,2/12/20 21:24,end,"Endoglin, human",0,0,,0,,,,0,0.2,-0.05813436,0.142857143,0.214487791,-0.030584619
465,466,2/12/20 21:25,end,"Endoglin, human",0,0,,0,,,,0,0.2,-0.05813436,0.142857143,0.214486986,-0.030584619
466,467,2/12/20 21:26,TSH,Coumadin,0,0,,1,1,1,1,0,0.285714286,0.811642587,0.368421053,0.417243361,-0.014109899
467,468,2/12/20 21:27,KCl,Coumadin,0,0,,1,1,1,1,0,0.111111111,0.890128255,0.125,0.311382085,0.292262673
468,469,2/12/20 21:28,amp,Coumadin,0,0,,1,1,1,1,0,0.130434783,0.469460875,0.142857143,0.295352668,-0.042058691
469,470,2/12/20 21:30,salt,Coumadin,0,0,,1,1,1,1,0,0.133333333,0.608545125,0.066666667,0.319236934,0.191627517
470,471,2/12/20 21:30,fat,Coumadin,0,0,,1,1,1,1,0.135135135,0.115384615,0.704251707,0.133333333,0.244851395,-0.145935372
471,472,2/12/20 21:30,Asa,Coumadin,0,0,,1,1,1,1,0.5,0.875,1,0.625,0.634360671,0.475413471
472,473,2/12/20 21:32,sugars,Sugars,0,0,,1,1,1,1,1,1,1,0.833333333,0.927104115,1
473,474,2/12/20 21:33,Senna,Colace,0,0,,1,1,1,1,0,0.266666667,0.698307544,0.25,0.452105343,0.702967882
474,475,2/12/20 21:33,iron sulfate,Colace,0,0,,1,1,1,1,0.25,0.666666667,0.852983415,0.833333333,0.329761386,0.48491529
475,476,2/12/20 21:33,antibiotics,Antibiotics,0,0,,1,1,1,1,1,1,1,0.777777778,0.931020319,1
476,477,2/12/20 21:36,INR,International Normalized Ratio,0,0,,1,1,1,1,0.981481481,0.967741935,1,0.75,0.912021875,1
477,478,2/12/20 21:37,PTT,International Normalized Ratio,0,0,,1,1,1,1,0.613425926,0.551020408,0.45135809,0.636363636,0.42700991,0.092000795
478,479,2/12/20 21:37,platelet count,International Normalized Ratio,0,0,Blood Platelets,1,1,1,1,0.646551724,0.538461538,1,0.533333333,0.442293644,0.180913044
479,480,2/12/20 21:37,BUN,International Normalized Ratio,0,0,,1,1,1,1,0.754985755,0.612903226,1,0.705882353,0.513035774,0.202236997
480,481,2/12/20 21:38,Carotid imaging,Catheterization,0,0,Structure of left internal carotid artery,1,1,1,1,0.263157895,0.333333333,0.582119927,0.625,0.388412714,0.367390916
481,482,2/12/20 21:38,PROCEDURES,Interventional procedure,0,0,,1,1,1,1,0.526315789,0.333333333,0.518017441,0,0.471217036,0.304004967
482,483,2/12/20 21:38,TAH,Interventional procedure,0,0,,1,1,1,1,0.981481481,0.965517241,1,0.888888889,0.578926682,0.278702892
483,484,2/12/20 21:39,EXERCISE TOLERANCE TEST,Exercise stress test,0,0,,1,1,1,1,0.333333333,0.652173913,1,0.105263158,0.687058032,0.441704843
484,485,2/12/20 21:39,knee,"Joint Examination, Knee",0,0,Knee,0,0,0,0,0.178571429,0.173913043,0.66565303,0.142857143,0.290438175,0.640069609
485,486,2/12/20 21:40,radiation,Auscultation,1,0,,1,1,1,1,0,0.193548387,0.293711662,0.352941176,0.38986367,0.132381722
486,487,2/12/20 21:40,Knee,Procedure on hip,0,0,Knee,0,0,0,0,0.178571429,0.173913043,0.66565303,0.230769231,0.311214536,0.355977008
487,488,2/12/20 21:40,Hip,Procedure on hip,0,0,Hip structure,0,,,,0.178571429,0.1875,0.42326722,0.153846154,0.321278483,0.37435423
488,489,2/13/20 9:24,Seasonal allergies,Hay fever,0,0,,1,1,1,1,0,0.222222222,0.576898098,0.285714286,0.5143435,0.375470812
489,490,2/13/20 9:24,COPD,Hay fever,0,0,,1,1,1,1,0.638888889,0.789473684,0.880817384,0.761904762,0.444217354,0.116969553
490,491,2/13/20 9:24,knee injury,Hay fever,0,0,Knee,1,1,1,1,0.9375,0.769230769,0.541298062,0.8,0.53503108,0.132892518
491,492,2/13/20 9:25,bleeding or clotting disorders,Hay fever,1,0,,1,1,1,1,0.60483871,0.566666667,0.313808244,0.866666667,0.468532264,0.128083296
492,493,2/13/20 9:25,fractures,Fracture,1,0,Intracranial,1,1,1,1,1,0.888888889,0.841343582,0.875,0.840376019,0.84589982
493,494,2/13/20 9:26,fracture,Fracture,0,0,Femur,1,1,1,1,1,1,1,1,0.922085404,1
494,495,2/13/20 9:26,PCL,Leriche Syndrome,0,0,,0,,,,0,0.25,0.19711493,0.5,0.490654379,0.206544043
495,496,2/13/20 9:27,Metastatic renal cell carcinoma,"Kidney Failure, Acute",0,0,Kidney,1,1,1,1,0.454545455,0.64516129,0.650624951,0.916666667,0.593149066,0.154421545
496,497,2/13/20 9:27,Acute renal failure,"Kidney Failure, Acute",0,0,Kidney,1,1,1,1,0.166666667,0.19047619,0.16749911,0.733333333,0.729233861,0.264059168
497,498,2/13/20 9:28,community-acquired pneumonia,Community acquired pneumonia,0,0,,1,1,1,1,0.172413793,0.964285714,0.574329391,0.9375,0.901014566,0.41826169
498,499,2/13/20 9:28,bilateral small pleural effusion,Pneumothorax,0,0,,1,1,1,1,0.82437276,0.8125,0.752981067,0.933333333,0.363064736,0.429543883
499,500,2/13/20 9:29,infectious,Fluid overload,0,0,,1,1,1,1,0,0.19047619,0.543874189,0.466666667,0.270686537,0.274324622
500,501,2/13/20 9:29,volume overload,Fluid overload,0,0,,1,1,1,1,0.25,0.733333333,0.895831615,0.75,0.642864347,0.646040029
501,502,2/13/20 9:29,spontaneous bacterial peritonitis,Primary bacterial peritonitis,1,0,,1,1,1,1,0.625,0.727272727,1,0.8125,0.792775989,0.583076238
502,503,2/13/20 9:30,posterior,Posterior pituitary disease,0,0,Mitral Valve,0,,,,0.178571429,0.333333333,0.467126821,0.583333333,0.413325578,0.385154412
503,504,2/13/20 9:31,Chronic inflammatory demyelinating polyradiculopathy,"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating",0,0,,1,1,1,1,0.736111111,0.275862069,0.639293571,0.947368421,0.757849693,0.517438084
504,505,3/1/20 3:39,HYPERTENSION,Hypertensive disease,0,0,,1,1,1,1,0.263157895,0.5,0.673710167,0.642857143,0.611302972,0.536808118
505,506,3/1/20 3:40,hypertension,Hypertensive disease,0,0,,1,0,1,1,0.263157895,0.5,0.673710167,0.642857143,0.614542723,0.536808118
506,507,3/1/20 3:41,hypertension,Hypertensive disease,0,0,Lung,1,1,0,1,0.263157895,0.5,0.673710167,0.642857143,0.614594579,0.536808118
507,508,3/1/20 3:41,HYPERTENSION,Hypertensive disease,0,0,,1,1,1,1,0.263157895,0.5,0.673710167,0.642857143,0.614597559,0.536808118
508,509,3/1/20 3:41,Hypertension,Hypertensive disease,0,0,,1,0,1,1,0.263157895,0.5,0.673710167,0.642857143,0.614597738,0.536808118
509,510,3/1/20 3:42,hypertension,Hypertensive disease,0,0,,1,0,1,1,0.263157895,0.5,0.673710167,0.642857143,0.614597797,0.536808118
510,511,3/1/20 3:42,hypertension,Hypertensive disease,0,0,,1,0,1,1,0.263157895,0.5,0.673710167,0.642857143,0.614597797,0.536808118
511,512,3/1/20 3:43,hypertension,Hypertensive disease,0,0,,1,0,1,1,0.263157895,0.5,0.673710167,0.642857143,0.614597738,0.536808118
512,513,3/1/20 3:43,hypertension,Hypertensive disease,0,0,,1,1,1,1,0.263157895,0.5,0.673710167,0.642857143,0.614597797,0.536808118
513,514,3/1/20 3:43,Hypertension,Hypertensive disease,0,0,,1,0,1,1,0.263157895,0.5,0.673710167,0.642857143,0.614597738,0.536808118
514,515,3/1/20 3:43,hypertension,Hypertensive disease,0,0,Lung,1,1,1,1,0.263157895,0.5,0.673710167,0.642857143,0.614597738,0.536808118
515,516,3/1/20 3:44,hypertension,Hypertensive disease,0,0,,1,0,1,1,0.263157895,0.5,0.673710167,0.642857143,0.614597797,0.536808118
516,517,3/1/20 3:45,HYPERTENSION,Hypertensive disease,0,0,,1,1,1,1,0.263157895,0.5,0.673710167,0.642857143,0.614597738,0.536808118
517,518,3/1/20 3:46,coronary artery disease,Coronary Artery Disease,0,1,Coronary artery,1,1,1,1,1,1,1,1,0.915608764,1
518,519,3/1/20 3:48,"disease , status post coronary artery",Coronary Artery Disease,0,0,Coronary artery,1,1,1,1,0.774410774,0.189189189,0.328891605,0.8,0.695211947,0.306210691
519,520,3/1/20 3:48,hypertension,Hypertensive disease,0,0,,1,0,1,1,0.263157895,0.5,0.673710167,0.642857143,0.612235129,0.536808118
520,521,3/1/20 3:49,"artery disease , status post coronary",Coronary Artery Disease,0,0,Coronary artery,1,0,1,1,0.774410774,0.189189189,0.737344682,0.8,0.683556616,0.338294801
521,522,3/1/20 3:49,coronary artery disease,Coronary Artery Disease,0,0,Arteries,1,0,1,1,1,1,1,1,0.913844228,1
522,523,3/1/20 3:50,hypertension,Hypertensive disease,0,0,Arteries,1,1,,1,0.263157895,0.5,0.673710167,0.642857143,0.612229764,0.536808118
523,524,3/1/20 3:51,hypertension,Hypertensive disease,0,0,,1,0,1,1,0.263157895,0.5,0.673710167,0.642857143,0.614594758,0.536808118
524,525,3/1/20 3:52,Hypertension,Hypertensive disease,0,0,,1,0,1,1,0.263157895,0.5,0.673710167,0.642857143,0.614597559,0.536808118
525,526,3/1/20 3:52,coronary artery disease,Coronary Artery Disease,1,1,Arteries,1,1,1,1,1,1,1,1,0.915608704,1
526,527,3/1/20 3:52,HYPERTENSION,Hypertensive disease,0,0,,1,0,1,1,0.263157895,0.5,0.673710167,0.642857143,0.612258017,0.536808118
527,528,3/1/20 3:52,coronary artery disease,Coronary Artery Disease,0,0,Arteries,1,0,1,1,1,1,1,1,0.915606439,1
528,529,3/1/20 3:53,Hypertension,Hypertensive disease,0,0,,1,1,1,1,0.263157895,0.5,0.673710167,0.642857143,0.612257659,0.536808118
529,530,3/1/20 3:55,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,,1,1,1,1,0,0.044444444,0.170714828,0.1875,0.375621825,-0.026184319
530,531,3/1/20 3:55,coronary artery disease,Coronary Artery Disease,0,1,Coronary artery,1,0,1,1,1,1,1,1,0.915589511,1
531,532,3/1/20 3:55,"disease , status post coronary artery",Coronary Artery Disease,0,0,Coronary artery,1,0,1,1,0.774410774,0.189189189,0.328891605,0.8,0.695223749,0.306210691
532,533,3/1/20 3:56,coronary artery disease,Coronary Artery Disease,0,0,Arteries,1,0,1,1,1,1,1,1,0.913461089,1
533,534,3/1/20 3:56,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,,0,1,1,,0,0.044444444,0.170714828,0.1875,0.374877423,-0.026184319
534,535,3/1/20 3:56,CAD,Coronary Artery Disease,0,0,,1,0,1,1,0.981481481,0.958333333,1,0.923076923,0.915573001,1
535,536,3/1/20 3:57,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,,0,1,1,1,0,0.044444444,0.170714828,0.1875,0.375112772,-0.026184319
536,537,3/1/20 3:57,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,,0,1,1,1,0,0.044444444,0.170714828,0.1875,0.377100855,-0.026184319
537,538,3/1/20 3:58,CAD,Coronary Artery Disease,0,0,,1,0,1,1,0.981481481,0.958333333,1,0.923076923,0.915632129,1
538,539,3/1/20 3:58,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,,0,1,1,1,0,0.044444444,0.170714828,0.1875,0.375113159,-0.026184319
539,540,3/1/20 3:58,CAD,Coronary Artery Disease,0,0,Arteries,1,1,1,1,0.981481481,0.958333333,1,0.923076923,0.915582538,1
540,541,3/1/20 3:58,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,,0,1,1,1,0,0.044444444,0.170714828,0.1875,0.375112832,-0.026184319
541,542,3/1/20 3:58,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,Leg,0,1,0,1,0,0.044444444,0.170714828,0.1875,0.377100855,-0.026184319
542,543,3/1/20 3:59,CORONARY ARTERY DISEASE,Coronary Artery Disease,0,0,Heart,1,0,1,1,1,1,1,1,0.915632129,1
543,544,3/1/20 3:59,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,1,1,1,0.25,0.909090909,0.810087979,0.8125,0.821616173,0.642701834
544,545,3/1/20 3:59,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,1,1,1,0.25,0.909090909,0.810087979,0.8125,0.822703063,0.642701834
545,546,3/1/20 3:59,CAD,Coronary Artery Disease,0,1,,1,1,1,1,0.981481481,0.958333333,1,0.923076923,0.91475898,1
546,547,3/1/20 3:59,infection,Communicable Diseases,0,0,,1,1,1,1,0,0.142857143,0.368595585,0.333333333,0.379570574,0.265603609
547,548,3/1/20 3:59,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,,0,,,,0,0.044444444,0.170714828,0.1875,0.376949131,-0.026184319
548,549,3/1/20 4:00,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,,0,,,,0,0.044444444,0.170714828,0.1875,0.377252579,-0.026184319
549,550,3/1/20 4:00,dvt,Deep Vein Thrombosis,0,0,,1,1,1,1,0.333333333,0.782608696,0.844430337,0.875,0.781887949,0.621495595
550,551,3/1/20 4:00,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,,0,,,,0,0.044444444,0.170714828,0.1875,0.369740844,-0.026184319
551,552,3/1/20 4:00,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,Coronary artery,0,,,,0,0.044444444,0.170714828,0.1875,0.376695842,-0.026184319
552,553,3/1/20 4:00,DVT,Deep Vein Thrombosis,0,0,Structure of jugular vein,1,1,1,1,0.333333333,0.782608696,0.844430337,0.875,0.781875551,0.621495595
553,554,3/1/20 4:02,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,,0,,,,0,0.044444444,0.170714828,0.1875,0.369739026,-0.026184319
554,555,3/1/20 4:02,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,,0,,,,0,0.044444444,0.170714828,0.1875,0.376695693,-0.026184319
555,556,3/1/20 4:03,obstructive sleep apnea,"Sleep Apnea, Obstructive",0,0,,1,1,1,1,0.333333333,0.041666667,0.42721344,0.9375,0.789415598,0.53021157
556,557,3/1/20 4:04,OSA,"Sleep Apnea, Obstructive",0,1,,1,1,1,1,0.333333333,0,0.42721344,0.882352941,0.787464261,0.53021157
557,558,3/1/20 4:04,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,1,1,1,0.25,0.909090909,0.810087979,0.8125,0.819061995,0.642701834
558,559,3/1/20 4:05,OBSTRUCTIVE SLEEP APNEA,"Sleep Apnea, Obstructive",0,0,,1,1,1,1,0.333333333,0.041666667,0.42721344,0.9375,0.789364815,0.53021157
559,560,3/1/20 4:06,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,,,,0.25,0.909090909,0.810087979,0.8125,0.819220543,0.642701834
560,561,3/1/20 4:06,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,1,1,,0.25,0.909090909,0.810087979,0.8125,0.822699785,0.642701834
561,562,3/1/20 4:08,nephropathies,Kidney Diseases,0,0,,1,1,1,0,0,0.2,0.399768203,0.357142857,0.400535047,0.272313632
562,563,3/1/20 4:08,chf,Congestive heart failure,0,0,,1,1,1,1,0.981481481,0.96,1,0.941176471,0.903765023,1
563,564,3/1/20 4:08,CHF,Congestive heart failure,0,0,,1,1,1,1,0.981481481,0.96,1,0.941176471,0.901579261,1
564,565,3/1/20 4:08,CHF,Congestive heart failure,0,0,,1,1,1,1,0.981481481,0.96,1,0.941176471,0.90152204,1
565,566,3/1/20 4:09,CHF,Congestive heart failure,0,0,Coronary artery,1,1,1,1,0.981481481,0.96,1,0.941176471,0.901520193,1
566,567,3/1/20 4:09,nephropathy,Kidney Diseases,0,0,,1,1,1,1,0,0.2,0.386398971,0.285714286,0.339658707,0.374047622
567,568,3/1/20 4:09,CHF,Congestive heart failure,0,0,,1,1,1,1,0.981481481,0.96,1,0.941176471,0.903927982,1
568,569,3/1/20 4:09,nephropathy,Kidney Diseases,0,0,,1,1,1,1,0,0.2,0.386398971,0.285714286,0.339789659,0.374047622
569,570,3/1/20 4:09,CHF,Congestive heart failure,0,0,,1,1,1,1,0.981481481,0.96,1,0.941176471,0.90392828,1
570,571,3/1/20 4:09,chf,Congestive heart failure,0,0,,1,1,1,1,0.981481481,0.96,1,0.941176471,0.901584625,1
571,572,3/1/20 4:12,obese,Obesity,0,0,,1,1,1,1,0.5,0.571428571,0.714399695,0.571428571,0.645645678,0.645070016
572,573,3/1/20 4:12,anterior,Adenohypophyseal Diseases,0,0,,0,1,1,1,0,0.16,0.171049237,0.357142857,0.302081972,-0.054681471
573,574,3/1/20 4:12,obese,Obesity,0,0,,1,1,1,1,0.5,0.571428571,0.714399695,0.571428571,0.651105046,0.645070016
574,575,3/1/20 4:12,anterior,Adenohypophyseal Diseases,0,0,,0,1,1,1,0,0.16,0.171049237,0.357142857,0.302090466,-0.054681471
575,576,3/1/20 4:13,anterior,Adenohypophyseal Diseases,0,0,,0,,,,0,0.16,0.171049237,0.357142857,0.301638991,-0.054681471
576,577,3/1/20 4:13,anterior,Adenohypophyseal Diseases,0,0,,0,,,,0,0.16,0.171049237,0.357142857,0.301640689,-0.054681471
577,578,3/1/20 4:15,posterior,Posterior pituitary disease,0,0,Bone structure of tibia,0,,,,0.178571429,0.333333333,0.467126821,0.583333333,0.415458411,0.385154412
578,579,3/1/20 4:15,obese,Obesity,0,0,,1,1,1,1,0.5,0.571428571,0.714399695,0.571428571,0.651317835,0.645070016
579,580,3/1/20 4:15,OBESITY,Obesity,0,0,,1,1,1,1,1,1,1,1,0.933255255,1
580,581,3/1/20 4:15,posterior,Posterior pituitary disease,0,0,Arteries,0,,,,0.178571429,0.333333333,0.467126821,0.583333333,0.416543007,0.385154412
581,582,3/1/20 4:16,obese,Obesity,0,0,Abdomen,1,1,1,1,0.5,0.571428571,0.714399695,0.571428571,0.651320636,0.645070016
582,583,3/1/20 4:16,obesity,Obesity,0,0,,1,1,1,1,1,1,1,1,0.933255315,1
583,584,3/1/20 4:17,obesity,Obesity,0,0,,1,1,1,1,1,1,1,1,0.932865262,1
584,585,3/1/20 4:18,obesity,Obesity,0,0,,1,1,1,1,1,1,1,1,0.932864904,1
585,586,3/1/20 4:19,infection,Communicable Diseases,0,0,,0,,,,0,0.142857143,0.368595585,0.333333333,0.383093446,0.265603609
586,587,3/1/20 4:19,infection,Communicable Diseases,0,0,,0,,,,0,0.142857143,0.368595585,0.333333333,0.381918997,0.265603609
587,588,3/1/20 4:19,NPH,"Hydrocephalus, Normal Pressure",0,0,,1,1,1,1,0,0.066666667,0.077783883,0.1875,0.344011754,0.015864135
588,589,3/1/20 4:20,Infectious,Communicable Diseases,0,0,,0,,,,0,0.19047619,0.543874189,0.466666667,0.340503603,0.37813355
589,590,3/1/20 4:20,infection,Communicable Diseases,0,0,,0,,,,0,0.142857143,0.368595585,0.333333333,0.382820517,0.265603609
590,591,3/1/20 4:20,COPD,Chronic Obstructive Airway Disease,0,0,,1,1,1,1,0.638888889,0.789473684,0.880817384,0.761904762,0.750087857,0.497291297
591,592,3/1/20 4:20,COPD,Chronic Obstructive Airway Disease,0,0,,1,1,1,1,0.638888889,0.789473684,0.880817384,0.761904762,0.749450982,0.497291297
