index,bleu_score,levenstein_sim,jaccard_sim,Euclidean_dist,cosine_sim,correct_answ,concept,range,negation,hof,location,negation_answ,hof_answ,location_answ,old_cosine
384,0.0,0.04444444400000001,0.15,0.1878357289565934,0.0,0,"Deafness, Sensorineural, And Male Infertility",DIS,0,0,,,,,0.170714828
562,0.981481481,0.96,0.9411764709999999,0.10173336310046059,0.40211602939026697,1,Congestive heart failure,chf,0,0,,1.0,1.0,1.0,1.0
11,0.0,0.6,0.5625,0.18533226971824965,0.35648812370167837,1,Hypertensive disease,high cholesterol,0,0,,1.0,1.0,1.0,0.417324156
813,0.10869565199999999,0.275862069,0.5,0.20366382764445412,0.39568557833199913,0,Ejection as a Sports activity,ejection,0,0,,,,,0.307652796
717,1.0,1.0,1.0,0.3520185922582944,0.38376988000594653,1,Chest Pain,chest pain,0,1,Chest,1.0,1.0,1.0,1.0
333,1.0,1.0,0.8,0.3488660554091136,0.39041498297238875,1,Myocardial Infarction,myocardial infarction,0,0,,1.0,1.0,1.0,1.0
756,1.0,1.0,1.0,0.31254924337069195,0.45883209033779904,1,Blood Pressure,blood pressure,0,0,Blood,1.0,1.0,1.0,1.0
290,1.0,1.0,0.7777777779999999,0.43643468618392944,0.39673829672707095,1,Pneumonia,pneumonia,0,0,,1.0,1.0,1.0,1.0
541,0.0,0.04444444400000001,0.1875,0.1878596709834205,0.0,0,"Deafness, Sensorineural, And Male Infertility",DIS,0,0,Leg,1.0,1.0,0.0,0.170714828
887,1.0,1.0,1.0,0.32556490898132323,1.0,1,Urinalysis,Urinalysis,0,0,,1.0,1.0,1.0,1.0
429,0.333333333,0.0,0.7,0.3166410390819822,0.0,1,Sleep Apnea Syndromes,OSA,0,0,,1.0,1.0,1.0,0.42721344
691,1.0,1.0,1.0,0.42899220883846284,0.4716634154319763,1,Pain,pain,0,0,,1.0,1.0,1.0,1.0
792,0.0,0.15789473699999998,0.28571428600000004,0.2001766728858153,0.33487547682050395,1,Dyspnea,shortness of breath,0,0,,1.0,1.0,1.0,0.5700332029999999
529,0.0,0.04444444400000001,0.1875,0.1873290240764618,0.0,1,"Deafness, Sensorineural, And Male Infertility",DIS,0,0,,1.0,1.0,1.0,0.170714828
295,1.0,1.0,0.7777777779999999,0.42848482728004456,0.39673829672707095,1,Pneumonia,pneumonia,0,0,,1.0,1.0,1.0,1.0
112,0.25,0.9090909090000001,0.833333333,0.3069813723365466,0.4050285166654831,1,Food-Drug Interactions,Food/Drug Interaction,0,0,,1.0,1.0,1.0,0.8100879790000001
42,0.263157895,0.5,0.5,0.32200390845537186,0.0,1,Hypertensive disease,HTN,0,0,,1.0,1.0,1.0,0.6737101670000001
488,0.0,0.222222222,0.28571428600000004,0.23461500058571497,0.37116572430490385,1,Hay fever,Seasonal allergies,0,0,,1.0,1.0,1.0,0.5768980979999999
660,0.23809523800000001,0.851851852,0.875,0.25847283254067105,0.0,1,Cerebrovascular accident,CVA,0,1,,1.0,1.0,1.0,0.727308333
486,0.17857142899999998,0.17391304300000002,0.23076923100000002,0.23886315311704362,0.4889185917683137,0,Procedure on hip,Knee,0,0,Knee,0.0,0.0,0.0,0.66565303
688,1.0,1.0,1.0,0.4304155558347702,0.4716634154319763,1,Pain,pain,0,0,,1.0,1.0,1.0,1.0
690,1.0,1.0,1.0,0.4331589549779892,0.4716634154319763,1,Pain,pain,0,0,,1.0,1.0,1.0,1.0
890,1.0,1.0,1.0,0.2974773524772553,0.4537512746584766,1,Liver Function Tests,liver function tests,0,0,,1.0,1.0,1.0,1.0
182,0.981481481,0.96,0.833333333,0.3116988390684128,0.0,1,Congestive heart failure,CHF,0,0,,1.0,1.0,1.0,1.0
866,0.166666667,0.257142857,0.65,0.16205413473976982,0.416525709895151,1,Pain control,low fat/cholesterol diet,0,0,,1.0,1.0,1.0,0.058305182000000004
288,1.0,1.0,0.7777777779999999,0.43614986836910247,0.39673829672707095,1,Pneumonia,pneumonia,0,0,,1.0,1.0,1.0,1.0
539,0.981481481,0.958333333,0.923076923,0.30832645297050476,0.0,1,Coronary Artery Disease,CAD,0,0,Arteries,1.0,1.0,1.0,1.0
604,0.263157895,0.470588235,0.636363636,0.42678724974393845,0.41001311784648165,1,Diabetes Mellitus,Diabetes,0,0,,1.0,1.0,1.0,0.8091974259999999
875,0.0,0.42105263200000004,0.454545455,0.2946093171834946,0.0,1,Electrocardiography,EKG,0,0,,1.0,1.0,1.0,0.351703462
44,0.0,0.15,0.36842105299999994,0.20862072706222534,0.36177346521830245,1,Hypertensive disease,high blood pressure,0,0,Blood,1.0,1.0,0.0,0.250298262
238,1.277777778,0.7857142859999999,0.46153846200000004,0.3239457532763481,0.423140071742868,1,Drug Allergy,drug allergies,1,0,,1.0,1.0,1.0,0.8555439109999999
774,0.10869565199999999,0.214285714,0.363636364,0.2469769534137514,0.5584330389178113,0,Grade 3 Severe Adverse Event,severe,0,0,,,,,0.559259728
719,0.0,0.25,0.333333333,0.23001815378665924,0.0,0,Discontinued,DIS,0,0,,,,,-0.025968384
412,0.333333333,0.7826086959999999,0.578947368,0.2857759488480432,0.0,1,Deep Vein Thrombosis,DVT,0,0,,1.0,1.0,1.0,0.844430337
907,0.0,0.14285714300000002,0.307692308,0.20714150493343672,0.0,0,Stretching exercises,AROM,0,0,Shoulder,,,,0.012001103
356,0.0,0.130434783,0.14285714300000002,0.17136356234550476,0.27932497169822457,1,Adenosine Monophosphate,amp,0,0,,1.0,1.0,1.0,0.469460875
992,1.0,1.0,1.0,0.3136660059293111,0.32410852900322745,1,Depressive disorder,Asthma,0,0,,1.0,1.0,1.0,1.0
758,0.0,0.181818182,0.272727273,0.20721940100193023,0.4414197024703026,1,Obstruction,block,0,0,Structure of sciatic nerve,1.0,1.0,1.0,0.359371841
629,0.161290323,0.1,0.882352941,0.3211887776851654,0.0,1,"Diabetes Mellitus, Non-Insulin-Dependent",NIDDM,0,0,,1.0,1.0,1.0,0.366991555
413,0.333333333,0.7826086959999999,0.578947368,0.28584812368665424,0.0,1,Deep Vein Thrombosis,DVT,0,0,,1.0,1.0,1.0,0.844430337
252,1.0,1.0,0.833333333,0.25019615037100656,0.32793268606735343,1,Infantile Neuroaxonal Dystrophy,anemia,0,0,,1.0,1.0,1.0,1.0
612,1.0,1.0,1.0,0.3659392178058624,0.39179289074161566,1,Esotropia,esotropia,0,0,,1.0,1.0,1.0,1.0
475,1.0,1.0,0.7777777779999999,0.35784617960453036,0.44323254083948477,1,Antibiotics,antibiotics,0,0,,1.0,1.0,1.0,1.0
331,1.0,1.0,0.125,0.16582199186086655,0.0,1,Myocardial Infarction,MYOCARDIAL INFARCTION,0,0,,1.0,1.0,1.0,1.0
879,0.0,0.42105263200000004,0.454545455,0.29561292827129365,0.0,1,Electrocardiography,EKG,1,0,,1.0,1.0,1.0,0.351703462
361,0.0,0.130434783,0.14285714300000002,0.1714586317539215,0.27932497169822457,1,Adenosine Monophosphate,amp,0,0,,1.0,1.0,1.0,0.469460875
14,0.263157895,0.5,0.5,0.1953713707625866,0.3561235238556509,1,Hypertensive disease,htn,0,1,,1.0,1.0,1.0,0.6737101670000001
831,1.25,0.833333333,0.7692307690000001,0.29306656973702566,0.44346275267719526,1,No known allergy,No Known Allergies,0,0,,1.0,1.0,1.0,0.8555439109999999
544,0.25,0.9090909090000001,0.8125,0.30537358795603115,0.4050285166654831,1,Food-Drug Interactions,Food/Drug Interaction,0,0,,1.0,1.0,1.0,0.8100879790000001
745,1.0,1.0,1.0,0.3180187040319045,0.40422269695305396,1,Report status,Report Status,0,0,,1.0,1.0,1.0,1.0
735,0.981481481,0.967741935,0.923076923,0.1607174091041088,0.0,1,CAT scan of head,INR,0,0,,1.0,1.0,1.0,1.0
360,1.277777778,0.954545455,0.75,0.31784666950503987,0.385270422984841,1,Myocardial Infarction,myocardial infarctions,0,0,,1.0,1.0,1.0,0.6898215409999999
914,1.0,1.0,1.0,0.29764292389154434,0.525097853306568,1,Cell Count,cell count,0,0,,1.0,1.0,1.0,1.0
786,0.263157895,0.4,0.333333333,0.40282117078701657,0.3464014756803711,1,Angina Pectoris,angina,0,0,,1.0,1.0,1.0,0.7909129859999999
113,1.0,1.0,0.666666667,0.3707373156434014,0.4064008955402594,1,Coronary Artery Disease,coronary artery disease,1,1,Coronary artery,1.0,1.0,1.0,1.0
181,0.981481481,0.96,0.833333333,0.3113500156572887,0.0,1,Congestive heart failure,CHF,0,0,,1.0,1.0,1.0,1.0
428,1.0,1.0,0.7142857140000001,0.2615969032049179,0.33059750036853885,1,Sleep Apnea Syndromes,psoriasis,0,0,,1.0,1.0,1.0,1.0
532,1.0,1.0,1.0,0.3693691896540778,0.4064008955402594,1,Coronary Artery Disease,coronary artery disease,0,0,Arteries,1.0,0.0,1.0,1.0
543,0.25,0.9090909090000001,0.8125,0.30710711764792603,0.4050285166654831,1,Food-Drug Interactions,Food/Drug Interaction,0,0,,1.0,1.0,1.0,0.8100879790000001
915,0.263157895,0.5,0.692307692,0.1706551214059194,0.41570681638808715,1,Cell Count,hematocrit,0,0,,1.0,1.0,1.0,0.5942387729999999
501,0.625,0.727272727,0.8125,0.3352327176502773,0.3696169695555794,1,Primary bacterial peritonitis,spontaneous bacterial peritonitis,1,0,,1.0,1.0,1.0,1.0
815,0.17857142899999998,0.17391304300000002,0.26666666699999997,0.25752211468560354,0.3226735921110958,0,Laboratory test finding,labs,0,0,,,,,0.22365675399999999
564,0.981481481,0.96,0.9411764709999999,0.3117248628820692,0.0,1,Congestive heart failure,CHF,0,0,,1.0,1.0,1.0,1.0
929,0.6465517239999999,0.5862068970000001,0.9285714290000001,0.2868104390799999,0.3520831439009816,1,Oxygen saturation measurement,oxygen saturation,0,0,,1.0,1.0,1.0,1.0
427,0.25,0.133333333,0.7142857140000001,0.24454813450574875,0.3763966637197882,1,Sleep Apnea Syndromes,morbid obesity,0,0,,1.0,1.0,1.0,0.363922715
410,0.333333333,0.7826086959999999,0.578947368,0.1850404760667256,0.364427268339528,1,Deep Vein Thrombosis,dvt,0,0,,1.0,1.0,1.0,0.844430337
192,0.0,0.066666667,0.10526315800000001,0.17598554704870498,0.3041118746623397,1,"Hydrocephalus, Normal Pressure",nph,0,0,,1.0,1.0,1.0,0.077783883
587,0.0,0.066666667,0.1875,0.2247567836727415,0.0,1,"Hydrocephalus, Normal Pressure",NPH,0,0,,1.0,1.0,1.0,0.077783883
453,1.0,0.833333333,0.571428571,0.3937716007232666,0.5595898181200027,1,Ulcer,ulcers,0,0,,1.0,1.0,1.0,0.7838571670000001
12,1.0,1.0,0.75,0.31676128258307773,0.2840873839126693,1,Hypertensive disease,glaucoma,0,0,,1.0,1.0,1.0,1.0
906,0.80994898,0.6875,0.8666666670000001,0.24498717093633282,0.43754441053586235,1,White Blood Cell Count procedure,white blood cell count,0,0,,1.0,1.0,1.0,1.0
956,0.0,0.234375,0.5,0.2098248443669743,0.0,1,Leukocyte adhesion deficiency type 1,LAD,0,0,Anterior descending branch of left coronary artery,1.0,1.0,1.0,0.632856071
570,0.981481481,0.96,0.9411764709999999,0.10187665905271258,0.40211602939026697,1,Congestive heart failure,chf,0,0,,1.0,1.0,1.0,1.0
1,0.263157895,0.5,0.642857143,0.362026110291481,0.4172568258387272,1,Hypertensive disease,Hypertension,0,0,,1.0,1.0,1.0,0.6737101670000001
49,0.981481481,0.96,0.833333333,0.10137285079274859,0.40211602939026697,1,Congestive heart failure,chf,0,0,,1.0,1.0,1.0,1.0
284,1.0,1.0,0.7777777779999999,0.4323250263929367,0.39673829672707095,1,Pneumonia,pneumonia,0,0,,1.0,1.0,1.0,1.0
495,0.454545455,0.64516129,0.916666667,0.16709673976791756,0.3915048261299545,1,"Kidney Failure, Acute",Metastatic renal cell carcinoma,0,0,Kidney,1.0,1.0,1.0,0.6506249510000001
191,0.0,0.066666667,0.166666667,0.22524142052446092,0.0,1,"Hydrocephalus, Normal Pressure",NPH,0,0,,1.0,1.0,1.0,0.077783883
693,1.0,1.0,1.0,0.4135132431983948,1.0,1,Pain,Pain,0,0,,1.0,1.0,1.0,1.0
363,0.263157895,0.5,0.533333333,0.3874079957604408,0.3990007418173331,1,Hypertensive disease,hypertension,0,0,,1.0,1.0,1.0,0.6737101670000001
33,0.263157895,0.5,0.5,0.3225533813238144,0.0,1,Hypertensive disease,HTN,0,0,,1.0,1.0,1.0,0.6737101670000001
80,0.981481481,0.96,0.833333333,0.3123677351645061,0.0,1,Congestive heart failure,CHF,0,0,,1.0,1.0,1.0,1.0
177,0.263157895,0.5,0.642857143,0.3618589813510577,0.4172568258387272,1,Hypertensive disease,Hypertension,0,0,,1.0,1.0,1.0,0.6737101670000001
534,0.981481481,0.958333333,0.923076923,0.30941431650093626,0.0,1,Coronary Artery Disease,CAD,0,0,,1.0,0.0,1.0,1.0
41,0.263157895,0.5,0.5,0.3226149429877599,0.0,1,Hypertensive disease,HTN,0,0,,1.0,1.0,1.0,0.6737101670000001
471,0.5,0.875,0.625,0.1938829869031906,0.2712718871022974,1,Coumadin,Asa,0,0,,1.0,1.0,1.0,1.0
594,0.263157895,0.470588235,0.636363636,0.4146370142698288,0.4130831448959985,1,Diabetes Mellitus,diabetes,0,0,,1.0,1.0,1.0,0.8091974259999999
494,0.0,0.25,0.5,0.19177696978052458,0.0,0,Leriche Syndrome,PCL,0,0,,,,,0.19711493
329,0.0,0.19047619,0.4375,0.2384888877471288,0.39897209136850303,1,Communicable Diseases,infectious,0,0,,1.0,1.0,1.0,0.543874189
610,0.0,0.16,0.35714285700000004,0.13671292240420976,0.35024891662496055,0,Adenohypophyseal Diseases,anterior,0,0,,,,,0.171049237
452,1.0,0.833333333,0.571428571,0.4017935872077942,0.5595898181200027,1,Ulcer,ulcers,0,0,,,1.0,1.0,0.7838571670000001
397,0.0,0.155172414,0.48,0.17968851029872895,0.4310622935493787,0,Obesity,sem,0,0,,,,,0.0
925,0.089285714,0.175,0.5,0.23865167871117593,0.49308040685569626,1,Magnetic Resonance Imaging (MRI) of Neck,Neck MRI,0,0,,1.0,1.0,1.0,0.301936887
364,1.0,1.0,1.0,0.3331999957561493,1.0,1,Coumadin,Coumadin,0,0,,1.0,1.0,1.0,1.0
639,0.344827586,0.727272727,0.846153846,0.40190391881125315,0.38516099761452594,1,Coronary heart disease,coronary disease,0,0,Heart,1.0,1.0,1.0,0.574333161
832,0.263157895,0.470588235,0.545454545,0.11314561450853944,0.0,1,Regular exercise (observable entity),ACTIVITY,0,0,,1.0,1.0,1.0,0.43885144600000003
313,1.0,1.0,0.818181818,0.3351040221750736,0.40558102054160033,1,Heart failure,heart failure,0,0,Heart,1.0,0.0,1.0,1.0
900,0.263157895,0.454545455,0.538461538,0.2882132977247238,0.4164321777721246,1,Discussion (procedure),discussion,0,0,,1.0,1.0,1.0,0.692105085
938,0.172413793,0.1,0.36842105299999994,0.21388898736664227,0.33395567566093776,1,Echography of kidney,Renal ultrasound,0,0,,1.0,1.0,1.0,0.439303567
220,0.0,0.307692308,0.4,0.16066208779811858,0.4559686143572132,1,Endometriosis,endo,0,0,,1.0,1.0,1.0,0.23130184399999998
970,0.981481481,0.96,0.9411764709999999,0.2512951195240021,0.0,1,Infantile Neuroaxonal Dystrophy,CHF,0,0,,1.0,1.0,1.0,1.0
951,0.0,0.842105263,0.7142857140000001,0.320564404129982,0.3794424447955357,1,Electrocardiography,Electrocardiogram,0,0,,1.0,1.0,1.0,0.8817106490000001
784,0.263157895,0.4,0.333333333,0.3982227419813474,0.3464014756803711,1,Angina Pectoris,angina,0,0,,1.0,1.0,1.0,0.7909129859999999
865,0.0,0.842105263,0.7142857140000001,0.3212753772735596,0.3794424447955357,1,Electrocardiography,Electrocardiogram,0,0,,1.0,1.0,1.0,0.8817106490000001
953,0.0,0.42105263200000004,0.454545455,0.2898843586444855,0.0,1,Electrocardiography,ECG,0,0,,1.0,0.0,1.0,0.337476489
636,0.333333333,0.7826086959999999,0.923076923,0.36116505236852736,0.38617573480558276,1,Coronary heart disease,coronary artery disease,0,0,Arteries,1.0,1.0,1.0,0.6757999259999999
512,0.263157895,0.5,0.642857143,0.39175982524951297,0.3990007418173331,1,Hypertensive disease,hypertension,0,0,,1.0,1.0,1.0,0.6737101670000001
98,0.263157895,0.470588235,0.5,0.4178887705008189,0.4130831448959985,1,Diabetes Mellitus,diabetes,0,0,,1.0,0.0,1.0,0.8091974259999999
920,0.5,0.46666666700000003,0.615384615,0.31254217624664304,0.3325873451041324,1,Ultrasonography,ultrasound,0,0,,1.0,1.0,1.0,0.888970852
344,0.263157895,0.5,0.533333333,0.3921460409959157,0.3990007418173331,1,Hypertensive disease,hypertension,0,0,,1.0,1.0,1.0,0.6737101670000001
720,0.0,0.25,0.333333333,0.2304697036743164,0.0,0,Discontinued,DIS,0,0,,,,,-0.025968384
895,0.0,0.42105263200000004,0.454545455,0.19709771424531936,0.37231207238855185,1,Electrocardiography,ekg,0,0,,1.0,1.0,1.0,0.351703462
819,1.0,1.0,1.0,0.35897185405095416,0.4086415949463844,1,Back Pain,back pain,0,0,,1.0,1.0,1.0,1.0
943,0.0,0.15,0.214285714,0.21609482169151306,0.3470740074084865,1,Cystoscopy,scan,0,0,,1.0,1.0,1.0,0.24864444100000002
349,0.981481481,0.96,0.833333333,0.3296368842323621,0.0,1,Hypertensive disease,CHF,0,0,,1.0,0.0,1.0,1.0
841,0.0,0.625,0.625,0.2228761285543442,0.492199891358614,1,Swelling,swollen,0,0,,1.0,1.0,1.0,0.6639241579999999
927,0.17857142899999998,0.17391304300000002,0.25,0.3101171169962202,0.47811903278617296,0,"Joint Examination, Knee",knee,0,0,,,,,0.66565303
382,0.344827586,0.1875,0.117647059,0.20060031240185103,0.0,1,"Deafness, Sensorineural, And Male Infertility",FOOT GANGRENE,0,0,Foot,1.0,1.0,1.0,0.495674868
851,1.0,0.8888888890000001,0.857142857,0.28235207200050355,0.4992473272104112,1,Movement,movements,1,0,,1.0,1.0,1.0,0.8925451040000001
205,1.0,1.0,0.75,0.33143911386529606,0.3987673323639889,1,Atrial Fibrillation,atrial fibrillation,0,0,Heart Atrium,1.0,1.0,1.0,1.0
722,0.0,0.25,0.333333333,0.23002963066101073,0.0,0,Discontinued,DIS,0,0,,,,,-0.025968384
897,1.277777778,0.9285714290000001,0.9090909090000001,0.28830502678950626,0.45755308023814495,1,Blood culture,blood cultures,0,0,,1.0,1.0,1.0,0.833148032
530,1.0,1.0,1.0,0.3705486747480574,0.4064008955402594,1,Coronary Artery Disease,coronary artery disease,0,1,Coronary artery,1.0,0.0,1.0,1.0
94,0.263157895,0.470588235,0.636363636,0.42599204927682877,0.41001311784648165,1,Diabetes Mellitus,Diabetes,0,0,,1.0,1.0,1.0,0.8091974259999999
767,1.0,1.0,1.0,0.3964550167322159,1.0,1,Wheezing,Wheezing,0,0,,1.0,1.0,1.0,1.0
463,0.0,0.2,0.14285714300000002,0.15324831878145537,0.44012213715662557,0,"Endoglin, human",end,0,0,,,,,-0.05813436
81,0.981481481,0.96,0.833333333,0.3118874600955418,0.0,1,Congestive heart failure,CHF,0,0,,1.0,0.0,1.0,1.0
106,0.0,0.04444444400000001,0.15,0.18768909821907678,0.0,0,"Deafness, Sensorineural, And Male Infertility",DIS,0,0,,,,,0.170714828
754,1.0,1.0,1.0,0.35753410185376805,1.0,1,Blood Pressure,Blood Pressure,0,0,Blood,1.0,1.0,1.0,1.0
618,1.0,1.0,1.0,0.4479277402162552,0.4479310464214634,1,Arthritis,arthritis,0,0,,1.0,1.0,1.0,1.0
482,0.981481481,0.9655172409999999,0.8888888890000001,0.17521379701793194,0.0,1,Interventional procedure,TAH,0,0,,1.0,1.0,1.0,1.0
281,1.0,1.0,0.7777777779999999,0.4297991931438446,0.39673829672707095,1,Pneumonia,pneumonia,0,0,,1.0,1.0,1.0,1.0
661,0.0,0.234375,0.5,0.2098803073167801,0.0,1,Leukocyte adhesion deficiency type 1,LAD,0,0,Anterior descending branch of left coronary artery,1.0,1.0,1.0,0.632856071
908,0.80994898,0.6875,0.8666666670000001,0.24326771228677696,0.43754441053586235,1,White Blood Cell Count procedure,white blood cell count,0,0,,1.0,1.0,1.0,1.0
734,0.613425926,0.551020408,0.736842105,0.24970903433859348,0.0,1,CAT scan of head,PTT,0,0,,1.0,1.0,1.0,0.45135809
434,1.0,1.0,0.9375,0.34139284846328555,0.41299605219851715,1,Small bowel obstruction,small bowel obstruction,0,0,Intestines,1.0,1.0,1.0,1.0
456,0.0,0.10526315800000001,0.214285714,0.21160642802715302,0.46165800181084443,0,Drug Interactions,Alert,0,0,,,,,0.230273128
736,0.0,0.15789473699999998,0.28571428600000004,0.19882641211152077,0.33487547682050395,1,Dyspnea,shortness of breath,1,0,,1.0,1.0,1.0,0.5700332029999999
569,0.981481481,0.96,0.9411764709999999,0.3114245959690639,0.0,1,Congestive heart failure,CHF,0,0,,1.0,1.0,1.0,1.0
91,0.263157895,0.470588235,0.5,0.4150016208489736,0.4130831448959985,1,Diabetes Mellitus,diabetes,0,0,,1.0,0.0,1.0,0.8091974259999999
446,0.6465517239999999,0.55,0.41176470600000004,0.31826952525547575,0.4050937496622403,1,Toxic Shock Syndrome,toxic shock,0,0,,1.0,1.0,1.0,0.511202494
492,1.0,0.8888888890000001,0.875,0.34967775642871857,0.45134249483309097,1,Fracture,fractures,1,0,Intracranial,1.0,1.0,1.0,0.841343582
596,0.0,0.09677419400000001,0.235294118,0.23249712586402893,0.0,0,Infantile Neuroaxonal Dystrophy,PLAN,0,0,,,,,-0.16849049600000002
961,0.6465517239999999,0.647058824,0.7333333329999999,0.27981865938220707,0.3601184006849373,1,Plain chest X-ray,chest x-ray,0,0,Chest,1.0,1.0,1.0,0.6170595289999999
830,1.0181451609999999,0.6521739129999999,0.666666667,0.3188455413494791,0.41931679123969934,0,No known allergy,no known drug allergies,0,0,,,,,0.25765729
508,0.263157895,0.5,0.642857143,0.361372450987498,0.4172568258387272,1,Hypertensive disease,Hypertension,0,0,,1.0,0.0,1.0,0.6737101670000001
203,0.526315789,0.384615385,0.454545455,0.3063942814866702,0.430854931473732,1,Injury wounds,wound,0,0,,1.0,1.0,1.0,0.640541121
135,0.0,0.21052631600000002,0.25,0.27280766268571216,0.4162763003259897,1,Atrial Fibrillation,Afib,0,1,,1.0,1.0,1.0,0.8008730409999999
682,0.263157895,0.647058824,0.615384615,0.2895190690954526,0.42191976899547234,0,Drug Interactions,Interaction,0,0,,,,,0.326243877
145,0.0,0.21052631600000002,0.363636364,0.2989768510063489,0.39757098630070686,1,Atrial Fibrillation,AFib,0,0,,1.0,1.0,1.0,0.8008730409999999
667,0.135135135,0.27777777800000003,0.533333333,0.30677532963454723,0.45295952228156644,0,Infections of musculoskeletal system,Infections,0,0,,,,,0.338255769
21,0.263157895,0.5,0.533333333,0.38730864971876144,0.3990007418173331,1,Hypertensive disease,hypertension,0,0,,1.0,0.0,1.0,0.6737101670000001
48,0.981481481,0.96,0.833333333,0.10319319473845619,0.40211602939026697,1,Congestive heart failure,chf,0,0,,1.0,1.0,1.0,1.0
454,1.0,1.0,0.666666667,0.4130516409873962,0.624751636927778,1,Ulcer,ulcer,0,0,Hallux structure,1.0,1.0,1.0,1.0
383,0.0,0.04444444400000001,0.15,0.18760942998859617,0.0,0,"Deafness, Sensorineural, And Male Infertility",DIS,0,0,Structure of right foot,,,,0.170714828
355,1.0,1.0,0.8,0.3454911448061466,0.39041498297238875,1,Myocardial Infarction,myocardial infarction,0,0,,1.0,0.0,1.0,1.0
339,1.0,1.0,0.8,0.34843482325474423,0.39041498297238875,1,Myocardial Infarction,myocardial infarction,0,0,,1.0,0.0,1.0,1.0
714,0.0,0.155172414,0.5,0.13250848054885864,0.0,0,Spondyloenchondrodysplasia,SEM,0,0,,,,,0.0
837,0.333333333,0.523809524,0.7692307690000001,0.15939698964357377,0.38223744011239,0,Source,no significant change,0,0,,,,,1.0
563,0.981481481,0.96,0.9411764709999999,0.3120299258402416,0.0,1,Congestive heart failure,CHF,0,0,,1.0,1.0,1.0,1.0
336,1.0,1.0,0.8,0.3459075652062893,0.39041498297238875,1,Myocardial Infarction,myocardial infarction,0,0,,1.0,0.0,1.0,1.0
782,0.0,0.25,0.333333333,0.23045384883880615,0.0,0,Discontinued,DIS,0,0,,,,,-0.025968384
447,0.333333333,0.818181818,0.611111111,0.29997735080264865,0.39126556818683944,1,Deep Vein Thrombosis,deep venous thrombosis,0,0,Structure of calf of leg,1.0,1.0,1.0,0.844430337
45,0.981481481,0.96,0.833333333,0.10300767421722412,0.40211602939026697,1,Congestive heart failure,chf,0,0,,1.0,0.0,1.0,1.0
1014,1.0,1.0,1.0,0.3461373507976532,0.3286681917629072,1,Angioplasty,angioplasty,0,0,,1.0,1.0,1.0,1.0
462,0.0,0.3,0.3,0.15734199583530425,0.40560167903701466,0,Aspirin,Cor,0,0,,,,,0.0
76,0.981481481,0.96,0.833333333,0.3119055415902819,0.0,1,Congestive heart failure,CHF,0,0,,1.0,1.0,1.0,1.0
893,0.0,0.42105263200000004,0.454545455,0.2950549989938736,0.0,1,Electrocardiography,EKG,0,0,,1.0,1.0,1.0,0.351703462
406,0.0,0.16,0.3125,0.133350503941377,0.35024891662496055,0,Adenohypophyseal Diseases,anterior,0,0,Arteries,,,,0.171049237
986,1.0,1.0,1.0,0.3323113036652406,0.33484519877523744,1,Physical therapy,physical therapy,0,0,,1.0,1.0,1.0,1.0
633,0.333333333,0.7826086959999999,0.923076923,0.34880428725764867,0.38430846741324975,1,Coronary heart disease,Coronary artery disease,0,0,Arteries,1.0,1.0,1.0,0.6757999259999999
760,1.0,1.0,1.0,0.3974247664213181,1.0,1,Wheezing,Wheezing,0,0,,1.0,1.0,1.0,1.0
66,0.981481481,0.96,0.833333333,0.31204972522599356,0.0,1,Congestive heart failure,CHF,0,0,,1.0,1.0,1.0,1.0
144,0.0,0.21052631600000002,0.363636364,0.29912438491980237,0.39757098630070686,1,Atrial Fibrillation,AFib,0,0,,1.0,1.0,1.0,0.8008730409999999
458,1.0,1.0,0.666666667,0.4102462321519852,0.624751636927778,1,Ulcer,ulcer,0,0,,1.0,0.0,1.0,1.0
165,0.25,0.9090909090000001,0.833333333,0.30693549166123074,0.4050285166654831,1,Food-Drug Interactions,Food/Drug Interaction,0,0,,1.0,1.0,1.0,0.8100879790000001
834,0.263157895,0.166666667,0.4,0.2755958115061124,0.36058988250707363,1,Increased sweating,diaphoresis,0,0,,0.0,1.0,1.0,0.547777787
52,0.981481481,0.96,0.833333333,0.10281713413340705,0.40211602939026697,1,Congestive heart failure,chf,0,0,,1.0,1.0,1.0,1.0
241,0.0,0.16,0.3125,0.13464788968364397,0.35024891662496055,1,Adenohypophyseal Diseases,anterior,0,0,,1.0,1.0,1.0,0.171049237
524,0.263157895,0.5,0.642857143,0.361750731865565,0.4172568258387272,1,Hypertensive disease,Hypertension,0,0,,1.0,0.0,1.0,0.6737101670000001
404,0.526315789,0.384615385,0.454545455,0.15538854276140532,0.3728292610910204,1,Communicable Diseases,wound,0,0,,1.0,1.0,1.0,0.640541121
43,0.263157895,0.5,0.5,0.322531354924043,0.0,1,Hypertensive disease,HTN,0,0,Lung,1.0,1.0,0.0,0.6737101670000001
675,0.0,0.19047619,0.46666666700000003,0.23414377868175507,0.4322612674570539,0,Infections of musculoskeletal system,Infectious,0,0,,,,,0.543874189
4,0.263157895,0.5,0.642857143,0.3620809589823087,0.4172568258387272,1,Hypertensive disease,Hypertension,0,0,,1.0,1.0,1.0,0.6737101670000001
72,0.981481481,0.96,0.833333333,0.3119144631283624,0.0,1,Congestive heart failure,CHF,0,0,,1.0,0.0,1.0,1.0
522,0.263157895,0.5,0.642857143,0.3885565126935641,0.3990007418173331,1,Hypertensive disease,hypertension,0,0,Arteries,1.0,1.0,,0.6737101670000001
